source,target,regex,code,type,hits,title,status
"/tips/youtube-kanaal-beginnen/","https://demodernenomaden.nl/online-geld-verdienen/youtube-kanaal-beginnen/",0,301,"url",1729,"","active"
"/plaatsen/wonen-en-werken-in-kampot-in-cambodja/","https://demodernenomaden.nl/digitalenomaden/wonen-en-werken-in-kampot-in-cambodja/",0,301,"url",609,"","active"
"/plaatsen/wonen-en-werken-in-wenen-oostenrijk/","https://demodernenomaden.nl/digitalenomaden/wonen-en-werken-in-wenen-oostenrijk/",0,301,"url",644,"","active"
"/plaatsen/wonen-en-werken-in-plovdiv-bulgarije/","https://demodernenomaden.nl/digitalenomaden/wonen-en-werken-in-plovdiv-bulgarije/",0,301,"url",834,"","active"
"/plaatsen/wonen-en-werken-in-parijs-frankrijk/","https://demodernenomaden.nl/digitalenomaden/wonen-en-werken-in-parijs-frankrijk/",0,301,"url",1009,"","active"
"/plaatsen/wonen-en-werken-in-londen-engeland/","https://demodernenomaden.nl/uncategorized/online-geld-verdienen-titel/",0,301,"url",711,"","active"
"/plaatsen/wonen-en-werken-in-krakau-polen/","https://demodernenomaden.nl/digitalenomaden/wonen-en-werken-in-krakau-polen/",0,301,"url",594,"","active"
"/plaatsen/wonen-en-werken-in-boedapest-hongarije/","https://demodernenomaden.nl/digitalenomaden/wonen-en-werken-in-boedapest-hongarije/",0,301,"url",248,"","active"
"/plaatsen/wonen-en-werken-in-berlijn-duitsland/","https://demodernenomaden.nl/digitalenomaden/wonen-en-werken-in-berlijn-duitsland/",0,301,"url",834,"","active"
"/onlinemarketing/meer-website-bezoekers/","https://demodernenomaden.nl/ondernemen/meer-website-bezoekers/",0,301,"url",1211,"","active"
"/plaatsen/wonen-en-werken-in-novi-sad-servie/","https://demodernenomaden.nl/digitalenomaden/wonen-en-werken-in-novi-sad-servie/",0,301,"url",1180,"","active"
"/onlinemarketing/verkooptekst-schrijven-voorbeeld/","https://demodernenomaden.nl/ondernemen/verkooptekst-schrijven-voorbeeld/",0,301,"url",1122,"","active"
"/gastblog/digital-nomad-waarom/","https://demodernenomaden.nl/digitalenomaden/digital-nomad-waarom/",0,301,"url",235,"","active"
"/persoonlijk/depressie/","https://demodernenomaden.nl/tips/depressie/",0,301,"url",587,"","active"
"/persoonlijk/gewoontes-veranderen/","https://demodernenomaden.nl/tips/gewoontes-veranderen/",0,301,"url",125,"","active"
"/digitalenomaden/online-geld-verdienen/","https://demodernenomaden.nl/online-geld-verdienen/online-geld-verdienen/",0,301,"url",4614,"","active"
"/persoonlijk/inspirerend-speech-geluk-en-inspireren/","https://demodernenomaden.nl/tips/inspirerend-speech-geluk-en-inspireren/",0,301,"url",122,"","active"
"/persoonlijk/lange-afstandsrelatie-buitenland/","https://demodernenomaden.nl/tips/lange-afstandsrelatie-buitenland/",0,301,"url",380,"","active"
"/persoonlijk/interview-mick-van-zadelhoff/","https://demodernenomaden.nl/tips/interview-mick-van-zadelhoff/",0,301,"url",147,"","active"
"/persoonlijk/interview-mick-van-zadelhoff/","https://demodernenomaden.nl/tips/interview-mick-van-zadelhoff/",0,301,"url",0,"","active"
"/onlinemarketing/online-marketing-trouwvideograaf-trouwvideos/","https://demodernenomaden.nl/ondernemen/online-marketing-trouwvideograaf-trouwvideos/",0,301,"url",208,"","active"
"/persoonlijk/muziek-mae-hong-son-loop/","https://demodernenomaden.nl/tips/muziek-mae-hong-son-loop/",0,301,"url",117,"","active"
"/persoonlijk/stoppen-school-studie-en-echt-gaan-leven/","https://demodernenomaden.nl/tips/stoppen-school-studie-en-echt-gaan-leven/",0,301,"url",888,"","active"
"/persoonlijk/radio-rtv-atos/","https://demodernenomaden.nl/tips/radio-rtv-atos/",0,301,"url",268,"","active"
"/onlinemarketing/acquisitie-mail-voorbeeld/","https://demodernenomaden.nl/ondernemen/acquisitie-mail-voorbeeld1/",0,301,"url",3291,"","active"
"/persoonlijk/overgerespecteerd-en-totaal-onbegrepen/","https://demodernenomaden.nl/tips/overgerespecteerd-en-totaal-onbegrepen/",0,301,"url",679,"","active"
"/persoonlijk/voordat-je-op-reis-gaat/","https://demodernenomaden.nl/tips/voordat-je-op-reis-gaat/",0,301,"url",548,"","active"
"/ondernemen/paypro/","https://demodernenomaden.nl/online-geld-verdienen/paypro/",0,301,"url",407,"","active"
"/category/gastblog/","https://demodernenomaden.nl",0,301,"url",157,"","active"
"/category/persoonlijk/","https://demodernenomaden.nl/category/tips/",0,301,"url",247,"","active"
"/category/plaatsen/","https://demodernenomaden.nl/category/digitalenomaden/",0,301,"url",228,"","active"
"/category/reviews/","https://demodernenomaden.nl",0,301,"url",120,"","active"
"/onlinemarketing/online-marketing-slotenmaker/","https://demodernenomaden.nl/ondernemen/online-marketing-slotenmaker/",0,301,"url",1011,"","active"
"/onlinemarketing/online-marketing-hovenier/","https://demodernenomaden.nl/ondernemen/online-marketing-hovenier/",0,301,"url",176,"","active"
"/category/onlinemarketing/","https://demodernenomaden.nl/category/ondernemen/",0,301,"url",216,"","active"
"/webdesign/","https://demodernenomaden.nl/website-optimalisatie/",0,301,"url",1050,"","active"
"/wp-content/uploads/2019/06/Online-Geld-Verdienen-Startersgids.pdf","https://demodernenomaden.nl/startersgids-onthuld/",0,301,"url",65,"","active"
"/tips/corona-ziektekiem-hoop-verschijnselen/","https://demodernenomaden.nl/tips/digital-nomad-thailand-covid-19/",0,301,"url",241,"","active"
"/tips/this-is-the-future-logos-ngo/","https://demodernenomaden.nl/tips/erasmus-plus-training/",0,301,"url",160,"","active"
"/verhalen-en-lessen-uit-een-vrij-leven-digital-nomad/","https://demodernenomaden.nl/digital-nomad-boek/",0,301,"url",4345,"","active"
"/digitalenomaden/digitale-nomaden/","https://demodernenomaden.nl/digitalenomaden/digital-nomad-worden/",0,301,"url",1851,"","active"
"/digital-nomad-worden/","https://demodernenomaden.nl/digitalenomaden/digital-nomad-worden/",0,301,"url",267,"","active"
"/blog-business/","https://demodernenomaden.nl/yes",0,301,"url",628,"","active"
"/ondernemen/acquisitie-mail-voorbeeld/","https://demodernenomaden.nl/ondernemen/acquisitie-mail-voorbeeld1/",0,301,"url",1800,"","active"
"/van-blog-naar-business-masterclass/","https://demodernenomaden.nl/yes/",0,301,"url",3571,"","active"
"/stap-5-geld-bloggen/","https://demodernenomaden.nl/stap-6-geld-verdienen-met-bloggen/",0,301,"url",20,"","active"
"/ondernemen/mailinglijst-groeien/","https://demodernenomaden.nl/ondernemen/leads-genereren-mailinglijst/",0,301,"url",927,"","active"
"/tips/radio-rtv-atos/","https://demodernenomaden.nl/over-mij/#pers",0,301,"url",511,"","active"
"/go/crypto-training/","https://shop.allesovercrypto.nl/r?id=EJgULakD",0,301,"url",14063,"","active"
"/go/siteground","https://www.siteground.com/go/xbztc0sspo",0,301,"url",562,"","active"
"/online-geld-verdienen/bol-masterclass-jia-ruan-review/","https://demodernenomaden.nl/online-geld-verdienen/bol-masterclass-winston-zwemmer-review/",0,301,"url",1330,"","active"
"/go/adobe-premiere-pro-boek","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fp%2Fadobe-premiere-pro-classroom-in-a-book%2F9200000132547484%2F&name=Adobe%20Premiere%20Pro%20Classroom%20in%20a%20Book%20(2020%20r...",0,301,"url",1180,"","active"
"/go/whitepress","https://www.whitepress.nl/wksp4",0,301,"url",939,"","active"
"/go/bol-masterclass","http://www.paypro.nl/producten/Cursus_-_Bol_Masterclass_/62209/68901",0,301,"url",2212,"","active"
"/go/affiliate-marketing-revolutie","https://www.paypro.nl/producten/Internet_Succes_Gidsnl_-_Affiliate_Marketing_Revolutie/19099/68901",0,301,"url",1940,"","active"
"/go/fit-online-coaching","https://shop.fit.nl/online-coaching",0,301,"url",112,"","active"
"/go/bedrijvenconsultant","https://bedrijvenconsultant.nl/promoten-als-coach/",0,301,"url",621,"","active"
"/go/cash-cow-academy","https://brandsverkopen.plugandpay.nl/redirect?url=https://cashcowacademy.nl/aanmelden/&affiliate=mick-van-zadelhoff",0,301,"url",716,"","active"
"/go/top10-cameras-van-bol","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fu%2Ftop-10-vlog-camera-s%2F5784b938859059d6303d1a65%2F&name=Top%2010%20Vlog%20camera's",0,301,"url",1286,"","active"
"/go/microfoons-camera-van-bol","https://www.bol.com/nl/l/microfoons-camera/N/21042/?promo=Onmisbare+vlog+accessoires_906_4_%3E+Deze+microfoons+geven+je+loepzuiver+geluid",0,301,"url",958,"","active"
"/go/statieven-van-bol","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fl%2Fjoby-statieven%2FN%2F8396%2B4288892961%2F&name=bol.com",0,301,"url",798,"","active"
"/go/adobe-premiere-pro","https://clk.tradedoubler.com/click?p=264333&a=3190539&g=22788996",0,301,"url",1386,"","active"
"/go/tradetracker","https://tc.tradetracker.net/?c=27&m=937247&a=351170&r=&u=",0,301,"url",3739,"","active"
"/go/profits-gram","https://e3fbcjqzzw5nen6nzjihx6t619.hop.clickbank.net/",0,301,"url",4,"","active"
"/go/boek-lees-dit-als-je-beroemd-wilt-worden-op-instagram","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Ff%2Flees-dit-als-je-beroemd-wilt-worden-op-instagram%2F9200000071989663%2F&name=Lees%20dit%20-%20Lees%20dit%20als%20je%20beroemd%20wilt%20worden...",0,301,"url",694,"","active"
"/go/skillshare-instagram-trainig","http://skillshare.eqcm.net/1X7Qz",0,301,"url",1,"","active"
"/go/trading-navigator-webinar","https://www.paypro.nl/producten/Trading_Navigator_Methode_webinar/70832/68901",0,301,"url",291,"","active"
"/go/day-trading-masterclass","https://www.paypro.nl/producten/Day_Trading_Masterclass_NL_en_BE_20/85281/68901",0,301,"url",255,"","active"
"/go/enormail","https://enormail.eu?ref=YFhynSSLyz",0,301,"url",1070,"","active"
"/go/coinbase","https://coinbase-consumer.sjv.io/c/2534222/930557/9251",0,301,"url",1627,"","active"
"/go/domain-siteground","https://www.siteground.com/go/1bzz2cl3a9",0,301,"url",328,"","active"
"/go/imu-online-marketing-cursus","https://shop.imu.nl/redirect?url=https://imu.nl/online-marketing-cursus/&affiliate=mick-van-zadelhoff",0,301,"url",819,"","active"
"/go/trx-pro-van-bol","https://partnerprogramma.bol.com/click/click?p=1&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fp%2Ftrx-pro%2F9200000025039083%2F%3FsuggestionType%3Dsuggestedsearch%26bltgh%3Du0a-gBeOpf1Cq4J-i25DBQ.1.7.ProductTitle&name=TRX%20wie%20koopt%20dat",0,301,"url",310,"","active"
"/go/suspension-trx-van-bol","https://partnerprogramma.bol.com/click/click?p=1&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fp%2Fptessentials-suspension-trainer-trx%2F9200000058722876%2F%3FsuggestionType%3Dsuggestedsearch%26bltgh%3DuwJDSACN3mlm6uD7cDlP-A.1.3.ProductTitle&name=TRX%20goedkoop",0,301,"url",321,"","active"
"/go/awin1","https://www.awin1.com/cread.php?s=2756672&v=21240&q=401354&r=783451",0,301,"url",2268,"","active"
"/go/youtube-boek","https://partner.bol.com/click/click?p=1&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fp%2Fyoutube-channels-for-dummies%2F9200000027729268%2F%3FsuggestionType%3Dsuggestedsearch%26bltgh%3Dskp3y2p46CT4rzzW-nBLpA.1.5.ProductTitle&name=youtube5",0,301,"url",408,"","active"
"/go/minimalism-boek","https://partner.bol.com/click/click?p=1&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fp%2Fminimalism%2F9200000013366056%2F%3FsuggestionType%3Dtypedsearch%26bltgh%3DqB9G-b93FIRW05OkiNpH0w.1.4.ProductTitle&name=Minimalism",0,301,"url",226,"","active"
"/go/jouwweb","https://www.jouwweb.nl/website/?tt=21002_818692_351170_&r=",0,301,"url",276,"","active"
"/go/siteground-woocommerce","https://www.siteground.com/go/19ykulo61d",0,301,"url",326,"","active"
"/go/get-webinarjam","https://mickyvz.krtra.com/t/IMxyrcD5qgZa",0,301,"url",1000,"","active"
"/go/get-awin1","https://www.awin1.com/cread.php?awinmid=8025&awinaffid=783451&clickref=&ued=",0,301,"url",811,"","active"
"/go/get-bol-masterclass","https://www.paypro.nl/producten/Bol_Masterclass_-_Sales_Page_Direct/64266/68901",0,301,"url",408,"","active"
"/go/rutger-bregman-de-meeste-mensen-deugen-boek","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Ff%2Fde-meeste-mensen-deugen%2F9200000105939292%2F&name=De%20meeste%20mensen%20deugen%2C%20Rutger%20Bregman",0,301,"url",287,"","active"
"/go/agency-masterclass-2","http://www.paypro.nl/producten/Agency_Masterclass_-_Directe_Sales_Page_Affiliate_Link/66364/68901",0,301,"url",138,"","active"
"/go/agency-masterclass-actie","https://www.paypro.nl/producten/Cursus_-_Agency_Masterclass_ACTIE/64530/68901",0,301,"url",54,"","active"
"/go/get-unstoppable-mindset","https://www.paypro.nl/producten/Cursus_-_Unstoppable_Mindset/69859/68901",0,301,"url",72,"","active"
"/go/agency-masterclass","https://www.paypro.nl/producten/Cursus_-_Agency_Masterclass/64530/68901",0,301,"url",78,"","active"
"/go/instagram-cursus-ebook","https://www.paypro.nl/producten/E-Book_Instagram-cursus/62812/68901",0,301,"url",616,"","active"
"/go/become-webinarjam","https://mickyvz.krtra.com/t/tGgYlUe7CxlF",0,301,"url",315,"","active"
"/go/bol-affiliate","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2F&name=de%20winkel%20van%20ons%20allemaal",0,301,"url",965,"","active"
"/go/awin1-affiliate","https://www.awin1.com/cread.php?awinmid=8025&awinaffid=783451&clickref=&ued=",0,301,"url",210,"","active"
"/go/maak-ze-gek-boek","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Ff%2Fmaak-ze-gek%2F9200000076270595%2F&name=Maak%20ze%20gek!",0,301,"url",431,"","active"
"/go/partner-bol","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fm%2Fzakelijk-verkopen%2F&name=Zakelijk%20verkopen%20via%20bol.com",0,301,"url",1559,"","active"
"/go/alibaba","https://offer.alibaba.com/cps/1tmgn5ug?bm=cps&src=saf",0,301,"url",11,"","active"
"/go/woosa","https://www.woosa.com/nl/?ref=mickyvanzadelhoff",0,301,"url",309,"","active"
"/go/smmb-masterclass","https://fsmb.plugandpay.nl/r?id=APq4Qz7t",0,301,"url",1088,"","active"
"/go/winnenmetfacebookads","https://winnenmetfacebookads.plugandpay.nl/checkout/134-1598882564",0,301,"url",115,"","active"
"/go/work-hard-travel-harder-boek","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Ff%2Fwork-hard-travel-harder%2F9200000125167180%2F&name=Work%20hard%2C%20travel%20harder%2C%20Suzanne%20van%20Duijn",0,301,"url",369,"","active"
"/go/alchemist-boek","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Ff%2Fthe-alchemist%2F30076681%2F&name=The%20Alchemist%20-%20Engelstalige%20editie%2C%20Paulo%20Coelho",0,301,"url",414,"","active"
"/go/feen-werkweek-van-4-uur-boek","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Ff%2Feen-werkweek-van-4-uur%2F30087749%2F&name=Een%20werkweek%20van%204%20uur%2C%20Timothy%20Ferriss",0,301,"url",369,"","active"
"/go/handboek-voor-wereldburgers","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Ff%2Fhandboek-voor-wereldburgers%2F9200000028137513%2F&name=Handboek%20voor%20wereldburgers%2C%20Esther%20Jacobs",0,301,"url",300,"","active"
"/go/the-art-of-non-conformity-boek","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Ff%2Fbe-audacious-inspiring-your-legacy-and-living-a-life-that-matters%2F9200000041001321%2F&name=The%20Art%20of%20Non-Conformity%2C%20Michael%20W%20Leach",0,301,"url",367,"","active"
"/go/crush-it-boek","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Ff%2Fcrush-it%2F9200000013291772%2F&name=Crush%20It!",0,301,"url",337,"","active"
"/go/get-demio","https://my.demio.com/free-trial?fp_ref=micky86",0,301,"url",419,"","active"
"/go/get-webinarninja","http://www.webinarninja.com/1402.html",0,301,"url",434,"","active"
"/go/get-everwebinar","https://mickyvz.krtra.com/t/MYe3BvGUwQoQ",0,301,"url",343,"","active"
"/go/get-easywebinar","https://caseyzeman.isrefer.com/go/ewhome/mickyvz/",0,301,"url",319,"","active"
"/go/get-livestorm","https://livestorm.grsm.io/mickyvanzadelhoff660",0,301,"url",340,"","active"
"/go/gotomeeting","https://www.gotomeeting.com/nl-nl/webinar",0,301,"url",327,"","active"
"/go/livewebinar","https://www.livewebinar.com/",0,301,"url",267,"","active"
"/go/myownconference","https://myownconference.com/",0,301,"url",311,"","active"
"/go/clickmeeting","https://clickmeeting.com/",0,301,"url",325,"","active"
"/go/getresponse","https://www.getresponse.nl/email-marketing/nl-features/webinarsoftware",0,301,"url",496,"","active"
"/go/mic-van-bol","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fp%2Fmicrofoon-jackplug-microfoon-condensator-microfoon-microfoon-met-standaard-podcast-microfoon-zwart-vlog-microfoon-plug-play-microfoon-microfoon-voor-pc-microfoon-voor-laptop-noise-cancelling-playstation-studiomicrofoon%2F9300000010520227%2F&name=Microfoon%20-%20Jackplug%20microfoon%20-%20condensator%20m...",0,301,"url",354,"","active"
"/go/over-crypto-training/","https://shop.allesovercrypto.nl/r?id=EJgULakD",0,301,"url",415,"","active"
"/go/rates-crypto-masterclass","https://shop.allesovercrypto.nl/r?id=EJgULakD",0,301,"url",321,"","active"
"/go/huddle","https://checkout.thehuddle.nl/r?id=Hj7EOzBn",0,301,"url",1268,"","active"
"/go/get-crypto-masterclass","https://shop.allesovercrypto.nl/r?id=EJgULakD",0,301,"url",1555,"","active"
"/go/madelonvos","https://shop.madelonvos.nl/redirect?url=https://madelonvos.nl/gratis-crypto-en-trading-academy/&affiliate=mick-van-zadelhoff",0,301,"url",2016,"","active"
"/go/cryptocommunity","https://www.paypro.nl/producten/Cryptocommunity_-_Cryptocursus/80869/68901",0,301,"url",1032,"","active"
"/go/doopiecash","https://doopiecash.nl/cursus-crypto-traden/",0,301,"url",600,"","active"
"/go/cryptotips","https://cryptotips.eu/blog/gratis-bitcoin-cursus/",0,301,"url",446,"","active"
"/go/bitvavo","https://account.bitvavo.com/create?a=57061BA96F",0,301,"url",10512,"","active"
"/go/get-nordvpn","https://go.nordvpn.net/aff_c?offer_id=15&aff_id=48945&file_id=350",0,301,"url",544,"","active"
"/go/webinarkit-live","https://demodernenomaden--mkeymarketing.thrivecart.com/webinarkit-live-starter/",0,301,"url",480,"","active"
"/go/webinarkit","https://demodernenomaden--mkeymarketing.thrivecart.com/webinarkit-special-one-time-pricing/",0,301,"url",659,"","active"
"/go/webinarkit-pro","https://demodernenomaden--mkeymarketing.thrivecart.com/webinarkit-pro-one-time-pricing/",0,301,"url",116,"","active"
"/go/cloud86","https://cloud86.nl/managed-wordpress-hosting/#a_aid=603fa3dca7d6a&a_cid=98d6b5b8",0,301,"url",3287,"","active"
"/go/crypto-portfolio","https://shop.allesovercrypto.nl/r?id=m9MfPFba",0,301,"url",1396,"","active"
"/e-book/online-geld-verdienen","https://demodernenomaden.nl/wp-content/uploads/2021/01/Online-Geld-Verdienen-2021-E-book.pdf",0,301,"url",324,"","active"
"/e-book/digital-nomad","https://demodernenomaden.nl/wp-content/uploads/2020/04/Digital-nomad-Verhalen-en-lessen-uit-een-vrij-leven.pdf",0,301,"url",83,"","active"
"/go/crypto-diamonds-deal","https://shop.madelonvos.nl/redirect?url=https://madelonvos.nl/crypto-en-trading-academy/&affiliate=mick-van-zadelhoff",0,301,"url",515,"","active"
"/go/moneytalkscommunity","https://shop.madelonvos.nl/redirect?url=https://madelonvos.nl/moneytalks&affiliate=mick-van-zadelhoff",0,301,"url",690,"","active"
"/go/technische-analyse","https://shop.madelonvos.nl/redirect?url=https://madelonvos.nl/crypto-en-trading-academy/&affiliate=mick-van-zadelhoff",0,301,"url",527,"","active"
"/go/bitcoin-basics","https://shop.madelonvos.nl/redirect?url=https://madelonvos.nl/gratis-crypto-en-trading-academy/&affiliate=mick-van-zadelhoff",0,301,"url",189,"","active"
"/go/binance","https://accounts.binance.com/en/register?ref=112538344",0,301,"url",863,"","active"
"/online-geld-verdienen/geld-verdienen-met-instagram/","https://demodernenomaden.nl/online-geld-verdienen/geld-verdienen-met-instagram-2/",0,301,"url",3850,"","active"
