source,target,regex,code,type,hits,title,status
"/go/managed-cloud86/","https://cloud86.nl/managed-wordpress-hosting/#a_aid=603fa3dca7d6a&a_cid=98d6b5b8",0,301,"url",253,"","active"
"/go/webhosting-cloud86/","https://cloud86.nl/webhosting/#a_aid=603fa3dca7d6a&a_cid=98d6b5b8",0,301,"url",174,"","active"
"/info/binance-market","https://www.binance.com/en/markets?ref=112538344",0,301,"url",2,"","active"
"/go/futuresbinance","https://testnet.binancefuture.com/en/futures/BTCUSDT?ref=112538344",0,301,"url",0,"","active"
"/go/ledger-nano-s","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fnl%2Fp%2Fledger-nano-s-hardware-wallet-voor-bitcoin-en-cryptocurrency%2F9300000002504413%2F&name=Ledger%20Nano%20S%20-%20Hardware%20wallet%20voor%20Bitcoin%20e...",0,301,"url",341,"","active"
"/go/etoro-trading","https://med.etoro.com/B15328_A110232_TClick_SAanmelding.aspx",0,301,"url",301,"","active"
"/go/etoro-demo","https://med.etoro.com/B15328_A110232_TClick_SAanmelding.aspx",0,301,"url",66,"","active"
"/go/cfd-etoro","https://med.etoro.com/B16736_A110232_TClick_SCFD.aspx",0,301,"url",686,"","active"
"/go/activecampaign","https://www.activecampaign.com/?_r=3WW3AKZP",0,301,"url",355,"","active"
"/go/nft-secrets","https://nftwegwijs.plugandpay.nl/r?id=vEgk1jMJ",0,301,"url",1754,"","active"
"/go/nft-secrets-gratis","https://nftwegwijs.plugandpay.nl/r?id=vEgk1jMJ",0,301,"url",2782,"","active"
"/go/nft-cursus-moosty","https://nftwegwijs.plugandpay.nl/r?id=vEgk1jMJ",0,301,"url",126,"","active"
"/go/gratis-nft-cursus-moosty","https://nftwegwijs.plugandpay.nl/r?id=vEgk1jMJ",0,301,"url",286,"","active"
"/go/nft-alpha","https://nftwegwijs.plugandpay.nl/r?id=vEgk1jMJ",0,301,"url",415,"","active"
"/go/fiverr","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa",0,301,"url",1116,"","active"
"/go/fiverr-affiliate","https://go.fiverr.com/visit/?bta=340671&brand=fiverraffiliates",0,301,"url",531,"","active"
"/go/fiverr-workspace","https://go.fiverr.com/visit/?bta=340671&brand=workspace",0,301,"url",97,"","active"
"/go/fiverr-sales-email","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Frenshageman%2Fwrite-cold-emails-to-promote-your-product-or-business%3Fcontext_referrer%3Dsubcategory_listing%26source%3Dtoggle_filters%26ref_ctx_id%3D0107b1d7cacfd3f80e70a300ed9785a5%26pckg_id%3D1%26pos%3D5%26context_type%3Drating%26funnel%3D0107b1d7cacfd3f80e70a300ed9785a5%26ref%3Dseller_location%253ANL%26imp_id%3D1f253e40-2512-41be-948e-3c8e8c0e894a",0,301,"url",622,"","active"
"/go/fiverr-wordpress-website-maken","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fbigwebdesign%2Fmake-a-professional-wordpress-website%3Fcontext_referrer%3Dsearch_gigs%26source%3Dtoggle_filters%26ref_ctx_id%3D1b9def92b3f7ef171d9a14faaa3ded18%26pckg_id%3D1%26pos%3D6%26context_type%3Dauto%26funnel%3D1b9def92b3f7ef171d9a14faaa3ded18%26ref%3Dseller_location%253ANL%26imp_id%3Df9b26597-b44c-4e5f-9135-1f489168d423",0,301,"url",518,"","active"
"/go/fiverr-email-marketing","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Ftiana18%2Fcreate-an-email-marketing-flow-that-sells%3Fcontext_referrer%3Dsubcategory_listing%26source%3Dcategory_filters%26ref_ctx_id%3Dcc0a7d6d38827756f9de2ff5acb05de2%26pckg_id%3D1%26pos%3D3%26context_type%3Drating%26funnel%3Dcc0a7d6d38827756f9de2ff5acb05de2%26ref%3Dseller_location%253ANL%26imp_id%3Db5cd87c9-a895-41c7-8db0-1866874cdde6",0,301,"url",667,"","active"
"/go/fiverr-blogger","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fannavanheteren%2Fwrite-your-blog-post-and-articles-for-you%3Fcontext_referrer%3Dsearch_gigs%26source%3Dtoggle_filters%26ref_ctx_id%3Dc729e831104fb2f45b54f6f0446a85d4%26pckg_id%3D1%26pos%3D1%26context_type%3Dauto%26funnel%3Dc729e831104fb2f45b54f6f0446a85d4%26ref%3Dseller_location%253ANL%26imp_id%3Dc5f2c687-f01f-41e1-9085-2288f153f133",0,301,"url",511,"","active"
"/go/fiverr-productbeschrijving-bol","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Famber_ecom%2Fbol-com-product-listing-text-schrijven%3Fcontext_referrer%3Dsearch_gigs%26source%3Dtop-bar%26ref_ctx_id%3D03b529a9d557cc8b594f51a218de3623%26pckg_id%3D1%26pos%3D4%26context_type%3Dauto%26funnel%3D03b529a9d557cc8b594f51a218de3623%26imp_id%3Dc355a866-f03a-4c23-994d-02c196ef4996",0,301,"url",226,"","active"
"/go/fiverr-bol-expert","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fsteffiegrut%2Fbe-your-expert-bol-virtual-assistant%3Fcontext_referrer%3Dsearch_gigs%26source%3Dtop-bar%26ref_ctx_id%3D308417cc1da5a24098d893070cf0305b%26pckg_id%3D1%26pos%3D6%26context_type%3Dauto%26funnel%3D308417cc1da5a24098d893070cf0305b%26imp_id%3D143ca7af-7643-4f73-ada1-9a784a6e4cc7",0,301,"url",671,"","active"
"/go/fiverr-usp-schrijver","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fgabrielakusters%2Fformulate-your-unique-selling-point-usp%3Fcontext_referrer%3Dsearch_gigs%26source%3Dtoggle_filters%26ref_ctx_id%3Dd6d6a54d9fdd443369ae62e07e3c7398%26pckg_id%3D1%26pos%3D1%26context_type%3Dauto%26funnel%3Dd6d6a54d9fdd443369ae62e07e3c7398%26ref%3Dseller_location%253ANL%26imp_id%3Df6189cde-4b02-46a7-9a3e-93669152f744",0,301,"url",813,"","active"
"/go/fiverr-seo-expert","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fcontentbylisa%2Foptimize-the-seo-of-your-website-for-optimal-rankings%3Fcontext_referrer%3Dsearch_gigs%26source%3Dtoggle_filters%26ref_ctx_id%3D55d496c7759871aea00f186af345eb00%26pckg_id%3D1%26pos%3D4%26context_type%3Dauto%26funnel%3D55d496c7759871aea00f186af345eb00%26ref%3Dseller_location%253ANL%26imp_id%3D1e2d033e-3a43-4ce3-9c4c-2b00a3f3468a",0,301,"url",367,"","active"
"/go/fiverr-websteksten-schrijven","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fdorieneising%2Fwrite-content-for-your-website-blog-or-social-media%3Fcontext_referrer%3Dsearch_gigs%26source%3Dtoggle_filters%26ref_ctx_id%3Df75115adb60709bb1b9b6b50b640304a%26pckg_id%3D1%26pos%3D4%26context_type%3Dauto%26funnel%3Df75115adb60709bb1b9b6b50b640304a%26ref%3Dseller_location%253ANL%26fiverr_choice%3Dtrue%26imp_id%3D8cc6dc42-8d22-4479-b074-e10b4278ad24",0,301,"url",458,"","active"
"/go/fiverr-social-media-management","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Firisravesteijn%2Fbe-your-social-media-manager-guru%3Fcontext_referrer%3Dsubcategory_listing%26source%3Ddrop_down_filters%26ref_ctx_id%3D8eba85029f81f76ee96a74a2e4a0d1db%26pckg_id%3D1%26pos%3D2%26context_type%3Drating%26funnel%3D8eba85029f81f76ee96a74a2e4a0d1db%26ref%3Dseller_location%253ANL%26fiverr_choice%3Dtrue%26imp_id%3Dbf9b1a73-07be-49d0-920e-e8b5b20960dd",0,301,"url",502,"","active"
"/go/fiverr-webshop-bouwer","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fsamkoper21%2Fbuild-a-woocommerce-that-converts-alot-in-1-day%3Fcontext_referrer%3Dsearch_gigs%26source%3Dtoggle_filters%26ref_ctx_id%3De297313ce1e9c2c86ca13f1d07120610%26pckg_id%3D1%26pos%3D4%26context_type%3Dauto%26funnel%3De297313ce1e9c2c86ca13f1d07120610%26ref%3Dseller_location%253ANL%26imp_id%3D73acf0ac-c010-4980-95e1-120e969fa89b",0,301,"url",678,"","active"
"/go/fiverr-nft-10k","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fcupcakenft%2Fcreate-unique-nft-art-collection-for-sell-on-opensea%3Fcontext_referrer%3Dsubcategory_listing%26source%3Dcategory_tree%26ref_ctx_id%3D9eb118aa6e6c9a85ff676bff228516d4%26pckg_id%3D1%26pos%3D7%26context_type%3Drating%26funnel%3D9eb118aa6e6c9a85ff676bff228516d4%26imp_id%3Dd2181347-89fd-4554-908a-098b7c718848",0,301,"url",58,"","active"
"/go/fiverr-ghostwriter-ebook","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fjessedeboer777%2Fwrite-a-dutch-ebook-on-your-topic%3Fcontext_referrer%3Dsubcategory_listing%26source%3Dcategory_tree%26ref_ctx_id%3D76db17915c6292f61fa097d624b8571a%26pckg_id%3D1%26pos%3D7%26context_type%3Drating%26funnel%3D76db17915c6292f61fa097d624b8571a%26seller_online%3Dtrue%26imp_id%3Df0aae9f6-cdbc-418a-a824-6db3fbe0e98a",0,301,"url",545,"","active"
"/go/fiverr-ebook-design","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fwww.fiverr.com%2Fpro_ebookcovers%2Fdesign-an-eye-catching-ebook-or-kindle-cover-with-bonus%3Fcontext_referrer%3Dsearch_gigs_with_modalities%26source%3Dtop-bar%26ref_ctx_id%3D59e0d3cedd49373d9aadd3df1467a25c%26pckg_id%3D1%26pos%3D3%26context_type%3Dauto%26funnel%3D59e0d3cedd49373d9aadd3df1467a25c%26imp_id%3D2b6b2437-437d-4fd8-b591-1c8e24cd854f",0,301,"url",553,"","active"
"/go/kucoin","https://www.mexc.com/nl-NL/register?inviteCode=mexc-12BYFB",0,301,"url",1514,"","active"
"/wp-content/uploads/2020/04/Digital-nomad-Verhalen-en-lessen-uit-een-vrij-leven.pdf","https://demodernenomaden.nl/wp-content/uploads/2022/05/Digital-Nomad-Boek.pdf",0,301,"url",0,"","active"
"/go/blox","https://weareblox.com/",0,301,"url",590,"","active"
"/go/bitcoinmeester","https://www.bitcoinmeester.nl/",0,301,"url",121,"","active"
"/go/canva","https://partner.canva.com/c/2534222/619765/10068",0,301,"url",864,"","active"
"/go/imu-spoedcursus","https://shop.imu.nl/redirect?url=https://imu.nl/spoedcursus-online-marketing/&affiliate=mick-van-zadelhoff",0,301,"url",598,"","active"
"/go/sellfy","https://get.sellfy.com/ev",0,301,"url",633,"","active"
"/go/bitget","https://www.bitget.com/en/referral/register?from=referral&clacCode=C3HB7NSG",0,301,"url",393,"","active"
"/go/paypro","https://www.paypro.nl/referral/68901?locale=",0,301,"url",538,"","active"
"/go/usb-microfoon-bol-com","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fnl%2Fp%2Frode-nt-usb-mini-de-usb-microfoon-voor-pc-laptop-studio-plug-play-met-de-uitmuntende-geluidskwaliteit-van-rode%2F9200000132473465%2F&name=R%C3%98DE%20NT-USB%20Mini%20-%20D%C3%A9%20USB%20microfoon%20voor%20PC%2C%20l...",0,301,"url",419,"","active"
"/go/plugandpay","https://checkout.plugandpay.nl/r?id=BoKZtYwy",0,301,"url",999,"","active"
"/go/shopify","https://shopify.pxf.io/QOoLKo",0,301,"url",494,"","active"
"/go/cloud86-domeinnaam","https://cloud86.nl/domeinnaam/#a_aid=603fa3dca7d6a&a_cid=98d6b5b8",0,301,"url",310,"","active"
"/go/cursus-aandelen","https://aanmelden.financieelvrijevrouw.nl/r?id=g2vm5LMK",0,301,"url",332,"","active"
"/go/fiverr-backlinks","https://go.fiverr.com/visit/?bta=340671&brand=fiverrcpa&landingPage=https%3A%2F%2Fnl.fiverr.com%2Fshare%2FAoBX9a",0,301,"url",607,"","active"
"/go/boek-cialdini","https://partner.bol.com/click/click?p=2&t=url&s=54708&f=TXL&url=https%3A%2F%2Fwww.bol.com%2Fnl%2Fnl%2Ff%2Finvloed%2F9300000042832034%2F&name=Invloed%2C%20Robert%20Cialdini",0,301,"url",472,"","active"
"/go/bol-com-verkopen-e-book","https://possibol.plugandpay.nl/r?id=fnx7TYeu",0,301,"url",409,"","active"
"/go/bol-com-cursus-en-coaching","https://possibol.plugandpay.nl/r?id=dOzaBPTk",0,301,"url",386,"","active"
"/review/nft-alpha-jia-ruan-bv/","https://nftwegwijs.plugandpay.nl/r?id=vEgk1jMJ",0,301,"url",85,"","active"
"/review/wmfa-winnen-met-facebook-ads-marck-van-baal-review/","https://demodernenomaden.nl/ondernemen/social-media-strategie/",0,301,"url",65,"","active"
"/review/smmb-masterclass-review/","https://fsmb.plugandpay.nl/r?id=APq4Qz7t",0,301,"url",165,"","active"
"/review/nft-cursus-moosty-maarten-oostland-review/","https://demodernenomaden.nl/review/nft-secrets-review-mitchel-van-duuren/",0,301,"url",130,"","active"
"/review/agency-masterclass-review-mitchell-weijerman/","https://demodernenomaden.nl/ondernemen/social-media-strategie/",0,301,"url",49,"","active"
"/review/bol-masterclass-winston-zwemmer-review/","https://demodernenomaden.nl/ondernemen/verkopen-op-bol-com/",0,301,"url",217,"","active"
"/go/copymatic","https://copymatic.ai/?via=micky",0,301,"url",1204,"","active"
"/go/podcastle","https://podcastle.ai/?ref=mickyvanzadelhoff1",0,301,"url",909,"","active"
"/go/ocoya","https://www.ocoya.com/?via=micky",0,301,"url",1147,"","active"
"/go/copymonkey","https://copymonkey.ai/?via=micky",0,301,"url",781,"","active"
"/go/unbounce","https://unbounce.com/",0,301,"url",614,"","active"
"/go/looka","https://looka.grsm.io/qvko6ag5tpiq",0,301,"url",2694,"","active"
"/go/synthesia","https://www.synthesia.io/?via=micky",0,301,"url",1335,"","active"
"/go/sembly","https://partnerstack.sembly.ai/modernenomaden",0,301,"url",2308,"","active"
"/go/browse-ai","https://browse.ai/?via=micky",0,301,"url",1910,"","active"
"/go/murf-ai","https://murf.ai/?lmref=Xg5JPw",0,301,"url",2055,"","active"
"/go/pictory","https://pictory.ai?ref=micky97",0,301,"url",940,"","active"
"/go/texta","https://www.texta.ai/?via=micky",0,301,"url",733,"","active"
"/go/smartwriter","https://smartwriter.ai/?via=micky",0,301,"url",1294,"","active"
"/go/trypencil","https://trypencil.com?ref=mickyvanzadelhoff2",0,301,"url",1290,"","active"
"/go/originality","https://originality.ai?lmref=mAnxqQ",0,301,"url",1179,"","active"
"/go/chatbot-com","https://www.chatbot.com/?a=2SPI61TVR&utm_source=PP",0,301,"url",1095,"","active"
"/go/paypro-affiliate","https://www.paypro.nl/producten/Affiliate_registratie_PayPro/98556/68901",0,301,"url",983,"","active"
"/go/neuraltext","https://www.neuraltext.com/?via=micky",0,301,"url",799,"","active"
"/go/copy-ai","https://www.copy.ai/?via=micky",0,301,"url",1881,"","active"
"/go/copy-ai-bloggen","https://www.copy.ai/blog-writers?via=micky",0,301,"url",152,"","active"
"/go/longshot","https://longShot.ai?deal=micky58",0,301,"url",1833,"","active"
"/go/affiliate-succes","https://www.paypro.nl/producten/Succes_Met_Affiliate_Marketing/93821/68901",0,301,"url",504,"","active"
"/go/webinargeek","https://www.webinargeek.com/?r=cad020473077f52f",0,301,"url",406,"","active"
"/go/webinargeek-prijzen","https://www.webinargeek.com/nl/prijzen?r=cad020473077f52f",0,301,"url",337,"","active"
"/go/webinargeek-trial","https://www.webinargeek.com/nl/register?r=cad020473077f52f",0,301,"url",258,"","active"
"/ondernemen/online-marketing-slotenmaker/","https://www.grandecreation.nl/",0,301,"url",878,"","active"
"/yes/","https://demodernenomaden.nl/",0,301,"url",1513,"","active"
"/gratis/","https://demodernenomaden.nl/ondernemen/blog-beginnen-starten-stappenplan/",0,301,"url",1524,"","active"
"/imu-afscheid","https://shop.imu.nl/leegverkoop?partner=mick-van-zadelhoff",0,301,"url",2,"","active"
"/go/finst","https://www.finst.com/nl?tap_a=123619-519b1a&tap_s=4468883-243d3b&utm_source=De+Moderne+Nomaden&utm_medium=a",0,301,"url",2614,"","active"
"/review/crypto-masterclass-review-allesovercrypto-patrick-suiker-derek-westra/","https://demodernenomaden.nl/review/money-mastery-review-allesovercrypto-patrick-suiker-derek-westra/",0,301,"url",102,"","active"
"/review/jia-ruan/","https://demodernenomaden.nl",0,301,"url",644,"","active"
"/go/mexc","https://www.mexc.com/nl-NL/register?inviteCode=mexc-12BYFB",0,301,"url",484,"","active"
"/go/phantom","https://phantom.com/",0,301,"url",1127,"","active"
"/go/pepeaiagent","https://www.dextools.io/app/en/solana/pair-explorer/4JdKd1ez33YSaXmTLHzuF9FTsHvzGqxa1Mfo6FN6KeCB?t=1737495298764",0,301,"url",127,"","active"
"/go/elementorai","https://be.elementor.com/visit/?bta=227276&brand=elementor",0,301,"url",794,"","active"
"/go/speechify","https://speechify.com/ai-voice-generator/?utm_campaign=partners&utm_content=rewardful&via=micky-van-zadelhoff",0,301,"url",740,"","active"
